NTP Epoch Time (s),Test Time (s),0: O2 (Vol fr),1: CO2 (Vol fr),2: CO (Vol fr),3: Io (%),4: I (%),5: Pe (Pa),6: CJC0 (°C),7: TCraw1 (V),8: TCraw2 (V),9: SampMass (g),10: BurnerFlow (SLPM),11: BurnerFlowSet (SLPM),12: TCraw3 (V),13: TCraw4 (V),14: TCraw5 (V),15: Hfspare (V),16: TCraw7 (V),17: HeatFlux (kW/m^2),18: CanopyFlow (V),19: MarkSig (V),20: Pamb (kPa),21: Tamb (°C),22: RHamb (%),23: Tsmk (°C),24: Tcone (°C),25: Te (°C),26: H2Oa (Vol fr),27: Rhoe (kg/m3),28: MFRe (kg/s),29: VFRe (L/s),30: Ksm (1/m),31: HRRmethane (kW),32: Phi (none),33: RHR (kW),34: RHRA (kW/m2),35: newCf (none),36: EvMark (none),System State
1565031787.82217073,937.00000000,0.20901017,0.00076304,0.00003991,94.35499673,94.46212100,126.87308966,20.46345630,0.00170110,0.00163712,87.52987568,0.26649394,8.40408469,0.00750721,0.00900950,0.00888076,0.00005551,0.00063289,0.21245784,1.36003891,2.54810222,99.74000000,20.12000000,52.98600000,61.98337936,204.62033081,60.44214630,0.01252654,1.05831443,0.02466816,23.30891838,-0.01014927,0.15853730,0.00237772,0.17306140,17.30614044,0.03664302,0.00000000,
1565031788.82215023,938.00000000,0.20896706,0.00076092,0.00003970,94.39014722,94.29161253,127.77912245,20.46445236,0.00175626,0.00165250,87.71368893,0.26665656,8.40391570,0.00742032,0.00923995,0.00924962,0.00005716,0.00063559,0.18446743,1.33776696,2.54799191,99.74000000,20.12000000,52.98600000,63.31230545,202.45071411,60.81365585,0.01252654,1.05713714,0.02474232,23.40501955,0.00934216,0.15863405,0.00264084,0.19307164,19.30716356,0.03286532,0.00000000,
1565031789.82252502,939.00000000,0.20899004,0.00075819,0.00003892,94.45483593,94.57030075,126.80971431,20.46456916,0.00173767,0.00163959,87.59408573,0.26617519,8.40319423,0.00741662,0.00927184,0.00918596,0.00005943,0.00063805,0.21981429,1.31940923,2.54793027,99.74000000,20.13000000,52.98600000,62.86488342,202.35841370,60.50264359,0.01253432,1.05812254,0.02465977,23.30520897,-0.01092744,0.15834767,0.00250660,0.18257062,18.25706216,0.03469291,0.00000000,
1565031790.82134247,940.00000000,0.20903732,0.00075451,0.00003881,94.51391239,94.47644944,128.50207088,20.46505908,0.00175172,0.00163748,87.66538764,0.26582391,8.40391570,0.00743956,0.00926497,0.00921442,0.00005713,0.00063630,0.24421618,1.28575149,2.54798705,99.74000000,20.12000000,52.98500000,63.20355225,202.93206787,60.45230484,0.01252630,1.05828221,0.02482564,23.45843519,0.00354610,0.15813870,0.00222603,0.16296779,16.29677860,0.03881471,0.00000000,
1565031791.82289839,941.00000000,0.20910250,0.00075574,0.00003850,94.61641004,94.58247992,127.52327381,20.46357310,0.00173851,0.00161778,87.63299511,0.26708590,8.40276525,0.00742253,0.00912753,0.00901160,0.00005826,0.00063335,0.21909659,1.34648433,2.54801949,99.74000000,20.13000000,52.98400000,62.88422775,202.50495911,59.97626495,0.01253385,1.05979450,0.02474858,23.35224395,0.00320815,0.15888946,0.00183145,0.13326139,13.32613871,0.04769257,0.00000000,
1565031792.82160091,942.00000000,0.20904891,0.00075476,0.00003900,94.55910588,94.45567320,125.81683384,20.46471192,0.00173653,0.00163297,87.52642558,0.26562876,8.40294724,0.00738398,0.00875773,0.00868216,0.00005492,0.00063383,0.23919227,1.31702955,2.54794811,99.74000000,20.13000000,52.98400000,62.83768082,201.54293823,60.34329224,0.01253385,1.05862814,0.02456891,23.20824935,0.00978927,0.15802260,0.00215551,0.15608559,15.60855881,0.04049640,0.00000000,
1565031793.82250071,943.00000000,0.20901638,0.00074843,0.00003790,94.52484153,94.54630060,129.85642561,20.46450752,0.00171979,0.00166849,87.50955847,0.26618169,8.40398720,0.00726105,0.00906420,0.00907769,0.00005314,0.00063176,0.22735017,1.27134366,2.54792865,99.74000000,20.12000000,52.98200000,62.43440628,198.46981812,61.19904709,0.01252559,1.05591862,0.02492824,23.60811008,-0.00203036,0.15835154,0.00236128,0.17378576,17.37857640,0.03644753,0.00000000,
1565031794.82265091,944.00000000,0.20905064,0.00075174,0.00003824,94.55142594,94.46176279,126.82614497,20.46469894,0.00172083,0.00169205,87.67995470,0.26596052,8.40264175,0.00727591,0.00919962,0.00914041,0.00005612,0.00063562,0.22735017,1.27496103,2.54797569,99.74000000,20.12000000,52.98000000,62.45959854,198.84150696,61.76658630,0.01252512,1.05412929,0.02461479,23.35082226,0.00848614,0.15821997,0.00214985,0.15600829,15.60082888,0.04056707,0.00000000,
1565031795.82326174,945.00000000,0.20900519,0.00074647,0.00003819,94.60932086,94.57459928,128.11947156,20.46418631,0.00176602,0.00169445,87.57434353,0.26628577,8.40221927,0.00729126,0.00875270,0.00869978,0.00005437,0.00063448,0.27346257,1.27755483,2.54796271,99.74000000,20.12000000,52.98000000,63.54711151,199.22465515,61.82391357,0.01252512,1.05394889,0.02473786,23.47159038,0.00328325,0.15841346,0.00243088,0.17759234,17.75923382,0.03568025,0.00000000,
1565031796.82089710,946.00000000,0.20901770,0.00074896,0.00003817,94.60754857,94.59788300,127.58195468,20.46448156,0.00177267,0.00165733,87.49633311,0.26622072,8.40385720,0.00733084,0.00849940,0.00851971,0.00005379,0.00063299,0.23255351,1.30137268,2.54800327,99.74000000,20.12000000,52.98000000,63.70748138,200.21443176,60.93014908,0.01252512,1.05676852,0.02471891,23.39103375,0.00091387,0.15837476,0.00235228,0.17164448,17.16444829,0.03690763,0.00000000,
1565031797.82187033,947.00000000,0.20904688,0.00074288,0.00003840,94.72983683,94.69173430,125.07980198,20.46483197,0.00183302,0.00163732,87.71368893,0.26632480,8.40126381,0.00735994,0.00884906,0.00869008,0.00005369,0.00063104,0.24439561,1.28799653,2.54791892,99.74000000,20.13000000,52.97900000,65.15993500,200.94219971,60.44816971,0.01253266,1.05829533,0.02449299,23.14381113,0.00359843,0.15843668,0.00218354,0.15769436,15.76943642,0.04018829,0.00000000,
1565031798.82104826,948.00000000,0.20902980,0.00074447,0.00003847,94.81402077,94.57603212,128.30255589,20.46514020,0.00170347,0.00162002,87.77694063,0.26686473,8.40346072,0.00736124,0.00915955,0.00906258,0.00005684,0.00062910,0.18554399,1.34903271,2.54792378,99.74000000,20.13000000,52.97800000,62.04204559,200.97494507,60.03173828,0.01253243,1.05961805,0.02482202,23.42543710,0.02247954,0.15875788,0.00228454,0.16730936,16.73093617,0.03795553,0.00000000,
1565031799.82100630,949.00000000,0.20904230,0.00074921,0.00003774,94.85064818,94.80277973,126.79563091,20.46590914,0.00175911,0.00166791,87.58718555,0.26637034,8.40469567,0.00738823,0.00857273,0.00860021,0.00005736,0.00062890,0.24385733,1.36497508,2.54808762,99.74000000,20.13000000,52.97600000,63.38244247,201.65034485,61.18634033,0.01253195,1.05595875,0.02463317,23.32777893,0.00451520,0.15846377,0.00220400,0.16014606,16.01460616,0.03957981,0.00000000,
1565031800.82107305,950.00000000,0.20903153,0.00074553,0.00003713,94.81402077,94.96433292,126.58203250,20.46528944,0.00175087,0.00170094,87.54789283,0.26516689,8.40225827,0.00736747,0.00906942,0.00896466,0.00005508,0.00062900,0.24116595,1.33437183,2.54799353,99.74000000,20.13000000,52.97500000,63.18347168,201.13079834,61.98125458,0.01253172,1.05345407,0.02458321,23.33581391,-0.01416889,0.15774784,0.00227447,0.16504172,16.50417206,0.03823223,0.00000000,
1565031801.82113218,951.00000000,0.20900031,0.00075170,0.00003744,94.94457974,94.93173571,127.83076163,20.46510451,0.00174438,0.00165915,87.58507716,0.26512786,8.40223877,0.00739067,0.00923035,0.00914709,0.00005551,0.00062686,0.22465878,1.32259024,2.54793351,99.74000000,20.12000000,52.97400000,63.02708435,201.71035767,60.97453308,0.01252370,1.05662814,0.02474136,23.41538619,0.00121009,0.15772462,0.00245469,0.17942637,17.94263738,0.03516197,0.00000000,
1565031802.82222271,952.00000000,0.20906772,0.00074574,0.00003705,94.99361320,95.08075152,125.91072323,20.46526997,0.00173381,0.00165276,87.69126333,0.26594751,8.40439018,0.00742334,0.00873011,0.00866162,0.00005648,0.00062569,0.24116595,1.30814835,2.54796271,99.74000000,20.12000000,52.97300000,62.77260971,202.52693176,60.82070160,0.01252347,1.05711484,0.02456050,23.23351922,-0.00820113,0.15821223,0.00205583,0.14882886,14.88288585,0.04252192,0.00000000,
1565031803.82126713,953.00000000,0.20904190,0.00075153,0.00003689,95.03408057,95.10546808,127.55378788,20.46479952,0.00176632,0.00163433,87.53447580,0.26551817,8.40415619,0.00742298,0.00933008,0.00934439,0.00005674,0.00062569,0.21066358,1.38536049,2.54802760,99.74000000,20.12000000,52.97400000,63.55473328,202.51754761,60.37621307,0.01252370,1.05852365,0.02473670,23.36905338,-0.00671642,0.15795682,0.00220459,0.16091700,16.09170001,0.03926417,0.00000000,
1565031804.82128191,954.00000000,0.20904037,0.00074949,0.00003666,95.10910766,95.18212525,128.09130474,20.46478979,0.00172852,0.00158755,87.71407228,0.26577187,8.40353872,0.00735550,0.00808648,0.00802467,0.00005872,0.00062537,0.19702723,1.33913118,2.54802273,99.74000000,20.12000000,52.97500000,62.64481735,200.83106995,59.24856567,0.01252394,1.06211464,0.02483077,23.37861880,-0.00686431,0.15810774,0.00221667,0.16244077,16.24407738,0.03893302,0.00000000,
1565031805.82239962,955.00000000,0.20904688,0.00074496,0.00003568,95.26625103,95.15346837,126.28393363,20.46550033,0.00179980,0.00164971,87.50227494,0.26563526,8.40388970,0.00727903,0.00854742,0.00846131,0.00005586,0.00062141,0.23237409,1.34350284,2.54793351,99.74000000,20.12000000,52.97500000,64.36121368,198.92018127,60.74745178,0.01252394,1.05734674,0.02459957,23.26537502,0.01059543,0.15802647,0.00218435,0.15860981,15.86098060,0.03985289,0.00000000,
1565031806.82145739,956.00000000,0.20905918,0.00074696,0.00003589,95.35516109,95.35084266,128.08426302,20.46534784,0.00170642,0.00165331,87.46643231,0.26555720,8.40483866,0.00736487,0.00870221,0.00861451,0.00005852,0.00061953,0.21479037,1.33599072,2.54805842,99.74000000,20.12000000,52.97500000,62.11334991,201.06597900,60.83406448,0.01252394,1.05707254,0.02477108,23.43366484,0.00040509,0.15798004,0.00210729,0.15399109,15.39910891,0.04103615,0.00000000,
1565031807.82150030,957.00000000,0.20902715,0.00074072,0.00003582,95.45529568,95.44326112,127.99506808,20.46486766,0.00174918,0.00165289,87.53275075,0.26580440,8.40389620,0.00732957,0.00905154,0.00894899,0.00006034,0.00061875,0.21227841,1.31296447,2.54785403,99.74000000,20.12000000,52.97600000,63.14245224,200.18319702,60.82343674,0.01252418,1.05710618,0.02476285,23.42513137,0.00112776,0.15812709,0.00230859,0.16885840,16.88583973,0.03745792,0.00000000,
1565031808.82152605,958.00000000,0.20902980,0.00074149,0.00003614,95.50167070,95.61770991,128.84242000,20.46498121,0.00177550,0.00166162,87.64756216,0.26603207,8.40326573,0.00734203,0.00889510,0.00885003,0.00005755,0.00061823,0.22663247,1.32189434,2.54796109,99.74000000,20.12000000,52.97600000,63.77590179,200.49473572,61.03380585,0.01252418,1.05644073,0.02483686,23.50994382,-0.01086146,0.15826254,0.00229125,0.16805513,16.80551255,0.03766920,0.00000000,
1565031809.82159948,959.00000000,0.20903397,0.00074133,0.00003534,95.57019939,95.78499448,127.48102357,20.46452050,0.00170058,0.00166496,87.50054989,0.26613616,8.40194628,0.00734450,0.00901248,0.00898406,0.00005603,0.00061758,0.24331906,1.29879023,2.54796271,99.74000000,20.12000000,52.97900000,61.97191238,200.55587769,61.11387253,0.01252488,1.05618768,0.02470234,23.38820789,-0.02008041,0.15832446,0.00226731,0.16542431,16.54243144,0.03828324,0.00000000,
1565031810.82164717,960.00000000,0.20903183,0.00073864,0.00003530,95.70046297,95.60051578,127.22048048,20.46563011,0.00175013,0.00168287,87.65791244,0.26680618,8.40324623,0.00726809,0.00882518,0.00871587,0.00005638,0.00062530,0.23632145,1.30821972,2.54798542,99.74000000,20.12000000,52.98000000,63.16583633,198.64695740,61.54634476,0.01252512,1.05482294,0.02466113,23.37940503,0.00934634,0.15872305,0.00228365,0.16635632,16.63563203,0.03816460,0.00000000,
1565031811.82168341,961.00000000,0.20905247,0.00073807,0.00003478,95.75599483,96.08553356,128.34950059,20.46579234,0.00172761,0.00162291,87.45895711,0.26570682,8.40336322,0.00729440,0.00883936,0.00876512,0.00005638,0.00062436,0.25354632,1.29387515,2.54801787,99.74000000,20.12000000,52.98200000,62.62392426,199.30496216,60.10196686,0.01252559,1.05939475,0.02482394,23.43219143,-0.03072929,0.15806904,0.00216045,0.15833649,15.83364852,0.03993244,0.00000000,
1565031812.82044411,962.00000000,0.20904047,0.00073615,0.00003483,95.84844948,95.89747275,125.25115014,20.46580532,0.00170091,0.00160747,87.43154804,0.26614917,8.40440318,0.00728250,0.00853856,0.00856779,0.00005966,0.00062387,0.22376166,1.30559186,2.54797893,99.74000000,20.12000000,52.98400000,61.98097229,199.00727844,59.72976685,0.01252607,1.06057928,0.02453619,23.13470761,-0.00457366,0.15833220,0.00223522,0.16198688,16.19868805,0.03909754,0.00000000,
1565031813.82170820,963.00000000,0.20903468,0.00073313,0.00003459,95.98343918,96.21377313,127.80728927,20.46558794,0.00171930,0.00159926,87.61938641,0.26622723,8.40318773,0.00714594,0.00846952,0.00834902,0.00005989,0.00063179,0.23596260,1.29972134,2.54799840,99.74000000,20.12000000,52.98600000,62.42373657,195.59226990,59.53169632,0.01252654,1.06121072,0.02479267,23.36262940,-0.02143874,0.15837863,0.00227431,0.16659478,16.65947839,0.03802727,0.00000000,
1565031814.82080841,964.00000000,0.20908755,0.00073602,0.00003449,96.07441692,96.37675916,129.93153712,20.46506557,0.00170499,0.00164997,87.51377525,0.26577187,8.40307723,0.00721037,0.00800796,0.00802652,0.00006028,0.00062958,0.23345064,1.30551075,2.54789783,99.74000000,20.12000000,52.98800000,62.07869720,197.20318604,60.75328064,0.01252701,1.05732829,0.02495209,23.59918939,-0.02810391,0.15810774,0.00195165,0.14358309,14.35830949,0.04404634,0.00000000,
1565031815.82096815,965.00000000,0.20907677,0.00073272,0.00003434,96.15417013,96.38141591,127.51857934,20.46627252,0.00173264,0.00169971,87.40720572,0.26668258,8.40308373,0.00719795,0.00854933,0.00844574,0.00006131,0.00062962,0.19792436,1.34113452,2.54810384,99.74000000,20.12000000,52.99300000,62.74546814,196.89366150,61.95251846,0.01252819,1.05354441,0.02467504,23.42097837,-0.02111413,0.15864953,0.00202107,0.14712341,14.71234096,0.04313373,0.00000000,
1565031816.82096720,966.00000000,0.20903519,0.00073447,0.00003359,96.34675937,96.56231249,130.68030515,20.46576638,0.00171048,0.00160484,87.51914206,0.26600605,8.40348022,0.00721362,0.00884536,0.00873761,0.00005953,0.00063098,0.24565159,1.33885055,2.54815088,99.74000000,20.12000000,52.99400000,62.21141815,197.28501892,59.66638184,0.01252843,1.06078127,0.02506471,23.62853914,-0.01998895,0.15824706,0.00227081,0.16822246,16.82224574,0.03762805,0.00000000,
1565031817.82204199,967.00000000,0.20904708,0.00073288,0.00003355,96.47141069,96.88147856,126.64775509,20.46660995,0.00175467,0.00167138,87.46873237,0.26572633,8.40208277,0.00714565,0.00845336,0.00848607,0.00006144,0.00063523,0.23721858,1.33727708,2.54830823,99.74000000,20.12000000,52.99800000,63.27613449,195.58601379,61.27064896,0.01252938,1.05569254,0.02461570,23.31711126,-0.03793970,0.15808065,0.00220107,0.16007556,16.00755552,0.03950151,0.00000000,
1565031818.82200670,968.00000000,0.20905074,0.00072921,0.00003404,96.54791470,96.78762726,128.94804557,20.46612328,0.00171035,0.00166875,87.43039801,0.26609712,8.40151730,0.00715960,0.00847847,0.00837825,0.00005856,0.00063111,0.24511331,1.32710952,2.54755393,99.74000000,20.12000000,52.99900000,62.20863724,195.93444824,61.20687485,0.01252961,1.05589390,0.02484061,23.52566806,-0.02218030,0.15830124,0.00218300,0.16016443,16.01644259,0.03953468,0.00000000,
1565031819.82111168,969.00000000,0.20907148,0.00072288,0.00003384,96.55943461,96.80482139,128.93396217,20.46516615,0.00173449,0.00166674,87.51090017,0.26632480,8.40177729,0.00709711,0.00865380,0.00865598,0.00006287,0.00063205,0.22483821,1.29239739,2.54774697,99.74000000,20.12000000,53.00000000,62.78891373,194.37051392,61.15748596,0.01252985,1.05604989,0.02484109,23.52264583,-0.02270196,0.15843668,0.00206603,0.15148636,15.14863643,0.04183523,0.00000000,
1565031820.82110882,970.00000000,0.20902268,0.00072831,0.00003312,96.68054134,96.95491182,126.51396268,20.46585398,0.00171346,0.00162823,87.53466747,0.26549215,8.40244676,0.00715175,0.00824445,0.00814848,0.00006225,0.00062387,0.20815162,1.35126315,2.54801138,99.74000000,20.12000000,53.00200000,62.28338242,195.73777771,60.23025894,0.01253032,1.05898707,0.02464105,23.26851265,-0.02534784,0.15794134,0.00235466,0.17158942,17.15894195,0.03681843,0.00000000,
1565031821.82138443,971.00000000,0.20902329,0.00072880,0.00003308,96.64273241,97.03336005,129.78131406,20.46518562,0.00174828,0.00161428,87.39091362,0.26634432,8.40329173,0.00710720,0.00887508,0.00882787,0.00005998,0.00061943,0.21802003,1.32279787,2.54794487,99.74000000,20.12000000,53.00300000,63.12088776,194.62290955,59.89338303,0.01253056,1.06005824,0.02496983,23.55515371,-0.03608077,0.15844829,0.00235041,0.17356384,17.35638353,0.03651643,0.00000000,
1565031822.82127285,972.00000000,0.20905644,0.00072509,0.00003275,96.80017116,97.11037543,126.73929726,20.46654182,0.00171823,0.00167644,87.58891059,0.26642888,8.40225177,0.00705824,0.00875302,0.00876976,0.00005807,0.00062170,0.22968270,1.30799586,2.54796434,99.74000000,20.12000000,53.00800000,62.39889145,193.39958191,61.39250183,0.01253174,1.05530801,0.02462011,23.32978583,-0.02861771,0.15849860,0.00215546,0.15679348,15.67934755,0.04043500,0.00000000,
1565031823.82112265,973.00000000,0.20903712,0.00072415,0.00003275,96.76826987,97.31312289,127.81902544,20.46648017,0.00171538,0.00163981,87.48770788,0.26581090,8.40093232,0.00700224,0.00908071,0.00895963,0.00005693,0.00061618,0.27364200,1.27010597,2.54792216,99.74000000,20.12000000,53.00900000,62.33008194,191.99858093,60.50997162,0.01253198,1.05809930,0.02475744,23.39802817,-0.05022094,0.15813096,0.00227324,0.16639199,16.63919864,0.03801408,0.00000000,
1565031824.82144690,974.00000000,0.20905776,0.00072856,0.00003275,96.84034314,97.06237514,131.87504786,20.46717449,0.00171830,0.00156269,87.57741028,0.26559623,8.40440318,0.00705230,0.00849593,0.00846582,0.00006242,0.00061330,0.25462287,1.31564911,2.54821901,99.74000000,20.12000000,53.01000000,62.40106583,193.25169373,58.65165329,0.01253221,1.06402539,0.02521750,23.70009257,-0.02048425,0.15800325,0.00214310,0.15966470,15.96646980,0.03958377,0.00000000,
1565031825.82140112,975.00000000,0.20907199,0.00072590,0.00003218,96.90030574,97.26118229,127.90117868,20.46709663,0.00171210,0.00160627,87.40356396,0.26601906,8.40292124,0.00693553,0.00832336,0.00830720,0.00005800,0.00060619,0.21461095,1.28710760,2.54806653,99.74000000,20.12000000,53.01400000,62.25177002,190.33018494,59.70208740,0.01253316,1.06066748,0.02479543,23.37719342,-0.03324943,0.15825480,0.00206125,0.15095517,15.09551680,0.04193425,0.00000000,
1565031826.82145548,976.00000000,0.20906793,0.00072239,0.00003220,96.92570862,97.23431646,129.72498043,20.46560091,0.00170058,0.00160263,87.60309430,0.26590197,8.40510515,0.00694319,0.00879384,0.00871947,0.00006067,0.00060356,0.22178797,1.32748910,2.54792540,99.74000000,20.11000000,53.01600000,61.97295761,190.52026367,59.61304474,0.01252585,1.06095130,0.02497493,23.54012724,-0.02843385,0.15818514,0.00209021,0.15421200,15.42119991,0.04103057,0.00000000,
1565031827.82150030,977.00000000,0.20905552,0.00071737,0.00003245,96.99482807,97.41986979,128.90579535,20.46661320,0.00168780,0.00162901,87.47984934,0.26638335,8.40406519,0.00692308,0.00879225,0.00869199,0.00005693,0.00060334,0.22860615,1.30315054,2.54788323,99.74000000,20.11000000,53.01700000,61.66607666,190.01797485,60.24976349,0.01252609,1.05892512,0.02487216,23.48812338,-0.03911032,0.15847151,0.00217110,0.15958168,15.95816784,0.03972173,0.00000000,
1565031828.82021761,978.00000000,0.20903844,0.00071701,0.00003173,97.12420550,97.34607831,126.45997627,20.46765468,0.00172258,0.00163394,87.30676970,0.26536205,8.40305123,0.00692382,0.00826749,0.00824338,0.00005593,0.00060729,0.23596260,1.30535178,2.54789783,99.74000000,20.11000000,53.02300000,62.50465012,190.03768921,60.36961365,0.01252751,1.05854459,0.02463065,23.26840915,-0.02040982,0.15786394,0.00227558,0.16577561,16.57756095,0.03809099,0.00000000,
1565031829.82169390,979.00000000,0.20901780,0.00071660,0.00003167,97.17176205,97.52482563,128.52084878,20.46615897,0.00175892,0.00163667,87.47237414,0.26536855,8.40270675,0.00691503,0.00868988,0.00865565,0.00005667,0.00061008,0.23022098,1.31190522,2.54812655,99.74000000,20.11000000,53.02500000,63.37799835,189.81617737,60.43382645,0.01252798,1.05834083,0.02482815,23.45949937,-0.03244018,0.15786781,0.00240074,0.17640608,17.64060783,0.03579646,0.00000000,
1565031830.82168531,980.00000000,0.20903285,0.00071619,0.00003178,97.23645077,97.53413912,126.06094627,20.46789153,0.00175395,0.00167090,87.34893750,0.26637034,8.40280424,0.00691337,0.00881382,0.00879520,0.00006073,0.00060681,0.23416835,1.32468766,2.54784916,99.74000000,20.11000000,53.03100000,63.26019669,189.77651978,61.26016998,0.01252940,1.05572562,0.02455899,23.26266540,-0.02734179,0.15846377,0.00231030,0.16784122,16.78412164,0.03776516,0.00000000,
1565031831.82200670,981.00000000,0.20902919,0.00071799,0.00003099,97.30084410,97.71252823,127.53031552,20.46668133,0.00171492,0.00168001,87.49364971,0.26638335,8.40519615,0.00706483,0.00864991,0.00854547,0.00006222,0.00060905,0.23614203,1.32373709,2.54783619,99.74000000,20.11000000,53.03300000,62.31933975,193.56448364,61.47859573,0.01252987,1.05503650,0.02469364,23.40548781,-0.03776492,0.15847151,0.00233111,0.17034778,17.03477781,0.03721129,0.00000000,
1565031832.82046652,982.00000000,0.20905562,0.00072039,0.00003126,97.38886802,97.75085681,128.94569834,20.46703823,0.00171223,0.00166411,87.35468765,0.26608411,8.40331772,0.00699848,0.00880406,0.00883962,0.00005969,0.00061115,0.22286453,1.32440866,2.54792703,99.74000000,20.11000000,53.03400000,62.25484467,191.90495300,61.09599304,0.01253010,1.05624418,0.02484450,23.52155278,-0.03318472,0.15829350,0.00216818,0.15926102,15.92610198,0.03975700,0.00000000,
1565031833.82056332,983.00000000,0.20910585,0.00072060,0.00003144,97.44617218,97.90345473,129.13582439,20.46703498,0.00165321,0.00173001,87.46624064,0.26573934,8.40091282,0.00709912,0.00854677,0.00844798,0.00006193,0.00060797,0.20976645,1.29373403,2.54794974,99.74000000,20.11000000,53.03500000,60.83336639,194.42272949,62.68292999,0.01253034,1.05125302,0.02480400,23.59470019,-0.04187560,0.15808839,0.00186451,0.13645324,13.64532418,0.04634214,0.00000000,
1565031834.82187939,984.00000000,0.20908663,0.00071815,0.00003087,97.46448588,98.07897815,127.44346782,20.46780717,0.00174133,0.00156694,87.37040474,0.26521894,8.40147180,0.00716206,0.00853499,0.00848143,0.00005933,0.00061583,0.22591476,1.35674922,2.54808762,99.74000000,20.11000000,53.03400000,62.95629120,195.99780273,58.75475693,0.01253010,1.06369486,0.02478632,23.30209578,-0.05621636,0.15777880,0.00198432,0.14527699,14.52769924,0.04344220,0.00000000,
1565031835.82095146,985.00000000,0.20906315,0.00071929,0.00003057,97.65589359,98.17497871,129.72498044,20.46715178,0.00176638,0.00163589,87.41928105,0.26638985,8.40348022,0.00705616,0.00861432,0.00849541,0.00006089,0.00061712,0.21084301,1.34208347,2.54799353,99.74000000,20.11000000,53.03700000,63.55857468,193.34826660,60.41603088,0.01253081,1.05839729,0.02494485,23.56851231,-0.04741837,0.15847538,0.00212502,0.15672574,15.67257435,0.04044655,0.00000000,
1565031836.82199383,986.00000000,0.20909853,0.00071611,0.00003088,97.77581879,98.07109751,126.95759012,20.46819651,0.00172174,0.00163819,87.52144212,0.26645491,8.40400020,0.00709325,0.00862879,0.00858093,0.00005697,0.00061524,0.23614203,1.33465894,2.54787836,99.74000000,20.11000000,53.03700000,62.48486328,194.27697754,60.47255325,0.01253081,1.05821798,0.02467525,23.31774187,-0.02697143,0.15851408,0.00191508,0.13951318,13.95131781,0.04544777,0.00000000,
1565031837.82105684,987.00000000,0.20909711,0.00071590,0.00003047,97.90667313,98.35086035,128.45512618,20.46705445,0.00171762,0.00159916,87.38343842,0.26532302,8.40222577,0.00720298,0.00868904,0.00867405,0.00005869,0.00062004,0.23380949,1.29270073,2.54782321,99.74000000,20.11000000,53.03600000,62.38454056,197.02020264,59.53077698,0.01253058,1.06121366,0.02485546,23.42173311,-0.04048822,0.15784072,0.00192445,0.14125439,14.12543851,0.04469687,0.00000000,
1565031838.82103825,988.00000000,0.20905511,0.00071488,0.00003006,98.00326313,98.40136811,129.73202212,20.46735943,0.00171233,0.00160575,87.34893750,0.26508233,8.40470217,0.00717725,0.00860472,0.00852792,0.00006054,0.00061962,0.22340280,1.30594710,2.54792378,99.74000000,20.11000000,53.03700000,62.25749588,196.37710571,59.68982697,0.01253081,1.06070655,0.02497273,23.54348189,-0.03626057,0.15769753,0.00217972,0.16102020,16.10201996,0.03917460,0.00000000,
1565031839.82117081,989.00000000,0.20904891,0.00071680,0.00003014,98.07740408,98.52710019,127.65706622,20.46697982,0.00171726,0.00161370,87.46394058,0.26520593,8.40385720,0.00711135,0.00855832,0.00848363,0.00006054,0.00062095,0.25408460,1.28880111,2.54796109,99.74000000,20.11000000,53.03800000,62.37587738,194.72860718,59.88105011,0.01253105,1.06009750,0.02476510,23.36115158,-0.04091802,0.15777106,0.00221463,0.16226265,16.22626465,0.03889276,0.00000000,
1565031840.82171154,990.00000000,0.20909690,0.00071109,0.00003059,98.14327433,98.63850383,127.86831737,20.46727832,0.00170422,0.00168303,87.41065582,0.26638985,8.40091282,0.00707475,0.00855426,0.00857045,0.00005603,0.00062403,0.25641713,1.32825799,2.54789296,99.74000000,20.11000000,53.03900000,62.06210327,193.81344604,61.55185699,0.01253129,1.05480557,0.02472364,23.43904919,-0.04502054,0.15847538,0.00193161,0.14102676,14.10267586,0.04494902,0.00000000,
1565031841.82129097,991.00000000,0.20907575,0.00070746,0.00003013,98.22184601,98.56435414,130.27188622,20.46786882,0.00169338,0.00162418,87.52776729,0.26611013,8.40296674,0.00717416,0.00841281,0.00833679,0.00006054,0.00062326,0.20904875,1.33083881,2.54814115,99.74000000,20.11000000,53.04100000,61.80170441,196.30052185,60.13447571,0.01253176,1.05929141,0.02500793,23.60817129,-0.03113615,0.15830898,0.00206442,0.15261490,15.26148970,0.04149240,0.00000000,
1565031842.82137346,992.00000000,0.20905562,0.00071374,0.00002981,98.35210959,98.76531055,126.88952031,20.46762548,0.00168997,0.00165328,87.42388117,0.26542710,8.40160829,0.00714646,0.00834026,0.00824189,0.00005534,0.00062478,0.23973054,1.31494672,2.54791729,99.74000000,20.11000000,53.04300000,61.71942139,195.60731506,60.83549881,0.01253223,1.05706800,0.02465523,23.32416674,-0.03749947,0.15790264,0.00217841,0.15889117,15.88911732,0.03975114,0.00000000,
